"REPORT_DATE","SERVICE_ID","SERVICE_NAME","SERVICE"
2023-01-16,"4253162363",plan 2,mobile
2023-01-16,"4253296077",plan 2,mobile
2023-01-16,"4537009127",plan 4,mobile
2023-01-16,"4537660318",plan 4,mobile
2023-01-17,"4253399613",plan 2,mobile
2023-01-17,"4269543489",plan 4,mobile
2023-01-17,"4356325355",plan 4,mobile
2023-01-17,"4390605684",plan 4,mobile
2023-01-17,"4393199992",plan 4,mobile
2023-01-17,"4485180876",plan 4,mobile
2023-01-18,"4440545243",plan 4,mobile
2023-01-18,"4440999622",plan 4,mobile
2023-01-19,"4441947750",plan 4,mobile
2023-01-19,"4443843632",plan 4,mobile
2023-01-20,"4311975677",plan 4,mobile
2023-01-20,"4396171134",plan 4,mobile
2023-01-21,"4271244864",plan 4,mobile
2023-01-21,"4396234243",plan 4,mobile
2023-01-21,"4398416484",plan 2,mobile
2023-01-22,"4400151654",plan 4,mobile
2023-01-22,"4400459579",plan 4,mobile
2023-01-22,"4415723614",plan 4,mobile
2023-01-22,"4493110907",plan 4,mobile
2023-01-22,"4549304609",plan 6,mobile
2023-01-23,"4284051146",plan 2,mobile
2023-01-23,"4400550572",plan 4,mobile
2023-01-23,"4445429668",plan 4,mobile
2023-01-23,"4551656379",plan 5,mobile
2023-01-24,"4261381901",plan 4,mobile
2023-01-24,"4282427837",plan 2,mobile
2023-01-24,"4402833860",plan 4,mobile
2023-01-24,"4495672524",plan 4,mobile
2023-01-25,"4315157748",plan 4,mobile
2023-01-25,"4335610830",plan 4,mobile
2023-01-25,"4403566702",plan 4,mobile
2023-01-26,"4405288139",plan 2,mobile
2023-01-26,"4405555861",plan 4,mobile
2023-01-26,"4556682417",plan 4,mobile
2023-01-27,"4261085894",plan 4,mobile
2023-01-27,"4285126405",plan 4,mobile
2023-01-28,"4274823605",plan 4,mobile
2023-01-28,"4502398574",plan 4,mobile
2023-01-28,"4503151175",plan 4,mobile
2023-01-29,"4263153439",plan 4,mobile
2023-01-30,"4413981181",plan 4,mobile
2023-02-01,"4414586942",plan 4,mobile
2023-02-01,"4461403304",plan 6,mobile
2023-02-01,"4510134016",plan 4,mobile
2023-02-01,"4568493075",plan 4,mobile
2023-02-02,"4286045339",plan 4,mobile
2023-02-02,"4301955295",plan 4,mobile
2023-02-02,"4301956930",plan 4,mobile
2023-02-02,"4372941986",plan 4,mobile
2023-02-02,"4416577124",plan 4,mobile
2023-02-02,"4461496983",plan 4,mobile
2023-02-02,"4512269031",plan 4,mobile
2023-02-03,"4418415228",plan 4,mobile
2023-02-04,"4465667444",plan 4,mobile
2023-02-04,"4515800299",plan 4,mobile
2023-02-05,"4516406553",plan 4,mobile
2023-02-05,"4574627838",plan 4,mobile
2023-02-06,"4468339600",plan 5,mobile
2023-02-06,"4469041461",plan 4,mobile
2023-02-07,"4250316207",plan 2,mobile
2023-02-07,"4379679674",plan 4,mobile
2023-02-07,"4423929942",plan 6,mobile
2023-02-08,"4347021560",plan 4,mobile
2023-02-08,"4347172489",plan 4,mobile
2023-02-08,"4521971930",plan 5,mobile
2023-02-08,"4523015090",plan 4,mobile
2023-02-08,"4580686242",plan 4,mobile
2023-02-09,"4379832402",plan 4,mobile
2023-02-09,"4427153117",plan 4,mobile
2023-02-09,"4582290548",plan 4,mobile
2023-02-10,"4419237138",plan 4,mobile
2023-02-10,"4428362576",plan 4,mobile
2023-02-10,"4429295030",plan 6,mobile
2023-02-10,"4475022826",plan 4,mobile
2023-02-11,"4288129679",plan 4,mobile
2023-02-11,"4315319387",plan 4,mobile
2023-02-11,"4350047837",plan 4,mobile
2023-02-11,"4529068023",plan 4,mobile
2023-02-11,"4587150919",plan 4,mobile
2023-02-12,"4432709483",plan 4,mobile
2023-02-13,"4531448659",plan 4,mobile
2023-02-13,"4590647739",plan 6,mobile
2023-02-13,"4590962537",plan 6,mobile
2023-02-13,"4590973505",plan 4,mobile
2023-02-13,"4591053973",plan 4,mobile
2023-02-14,"4389133730",plan 4,mobile
2023-02-14,"4534305504",plan 4,mobile
2023-02-14,"4591252155",plan 4,mobile
2023-02-14,"4591256047",plan 4,mobile
2023-02-14,"4591256427",plan 5,mobile
2023-02-14,"4592959810",plan 4,mobile
2023-02-15,"4252852195",plan 2,mobile
2023-02-15,"4253029728",plan 2,mobile
2023-02-15,"4253040645",plan 4,mobile
2023-02-15,"4389565057",plan 4,mobile
2023-02-15,"4437972229",plan 4,mobile
2023-02-15,"4535842196",plan 4,mobile
2023-02-15,"4593668424",plan 6,mobile
2023-02-15,"4593674329",plan 4,mobile
2023-02-16,"4253162363",plan 2,mobile
2023-02-16,"4253296077",plan 2,mobile
2023-02-16,"4537009127",plan 4,mobile
2023-02-16,"4537660318",plan 4,mobile
2023-02-17,"4253399613",plan 2,mobile
2023-02-17,"4269543489",plan 4,mobile
2023-02-17,"4356325355",plan 4,mobile
2023-02-17,"4393199992",plan 4,mobile
2023-02-17,"4485180876",plan 4,mobile
2023-02-18,"4440545243",plan 4,mobile
2023-02-18,"4440999622",plan 4,mobile
2023-02-19,"4441947750",plan 4,mobile
2023-02-19,"4443843632",plan 4,mobile
2023-02-19,"4602792762",plan 4,mobile
2023-02-19,"4602931047",plan 4,mobile
2023-02-21,"4271244864",plan 4,mobile
2023-02-21,"4356325355",plan 4,mobile
2023-02-21,"4396171134",plan 4,mobile
2023-02-21,"4398416484",plan 2,mobile
2023-02-21,"4605794084",plan 4,mobile
2023-02-22,"4396234243",plan 4,mobile
2023-02-22,"4400151654",plan 4,mobile
2023-02-22,"4400459579",plan 4,mobile
2023-02-22,"4415723614",plan 4,mobile
2023-02-22,"4493110907",plan 4,mobile
2023-02-22,"4549304609",plan 6,mobile
2023-02-22,"4607998470",plan 5,mobile
2023-02-24,"4261381901",plan 4,mobile
2023-02-24,"4282427837",plan 2,mobile
2023-02-24,"4402833860",plan 4,mobile
2023-02-24,"4495672524",plan 4,mobile
2023-02-24,"4611823876",plan 4,mobile
2023-02-24,"4612317585",plan 4,mobile
2023-02-24,"4612960179",plan 4,mobile
2023-02-25,"4315157748",plan 4,mobile
2023-02-25,"4335610830",plan 4,mobile
2023-02-25,"4403566702",plan 4,mobile
2023-02-25,"4614608833",plan 5,mobile
2023-02-26,"4405288139",plan 2,mobile
2023-02-26,"4405555861",plan 4,mobile
2023-02-26,"4556682417",plan 4,mobile
2023-02-27,"4261085894",plan 4,mobile
2023-02-27,"4285126405",plan 4,mobile
2023-02-28,"4274823605",plan 4,mobile
2023-02-28,"4502398574",plan 4,mobile
2023-02-28,"4503151175",plan 4,mobile
2023-02-28,"4621582641",plan 6,mobile
2023-02-28,"4263153439",plan 4,mobile
2023-02-28,"4623441309",plan 4,mobile
2023-02-28,"4413981181",plan 4,mobile
2023-02-28,"4625220431",plan 4,mobile
2023-02-23,"4284051146",plan 2,mobile
2023-02-23,"4400550572",plan 4,mobile
2023-02-23,"4445429668",plan 4,mobile
2023-02-23,"4551656379",plan 5,mobile
2023-02-20,"4311975677",plan 4,mobile
2023-01-01,"4269298474",plan 6,mobile
2023-01-01,"4275882282",plan 2,mobile
2023-01-01,"4371964108",plan 4,mobile
2023-01-01,"4414661839",plan 4,mobile
2023-01-02,"4461918470",plan 4,mobile
2023-01-03,"4341211842",plan 4,mobile
2023-01-03,"4342406070",plan 4,mobile
2023-01-03,"4513719411",plan 4,mobile
2023-01-04,"4263868205",plan 2,mobile
2023-01-04,"4275122188",plan 4,mobile
2023-01-04,"4375810807",plan 4,mobile
2023-01-05,"4250232906",plan 2,mobile
2023-01-05,"4265310497",plan 4,mobile
2023-01-06,"4278098625",plan 2,mobile
2023-01-07,"4322415038",plan 4,mobile
2023-01-07,"4520941630",plan 6,mobile
2023-01-07,"4521301698",plan 4,mobile
2023-01-08,"4471965975",plan 4,mobile
2023-01-09,"4266537315",plan 6,mobile
2023-01-09,"4382038945",plan 4,mobile
2023-01-10,"4526117068",plan 5,mobile
2023-01-11,"4475577182",plan 4,mobile
2023-01-11,"4475985994",plan 4,mobile
2023-01-12,"4383026119",plan 4,mobile
2023-01-12,"4530228123",plan 4,mobile
2023-01-13,"4267112720",plan 4,mobile
2023-01-13,"4325491808",plan 4,mobile
2023-01-13,"4433968860",plan 4,mobile
2023-01-13,"4434946257",plan 4,mobile
2023-01-14,"4327826036",plan 4,mobile
2023-01-14,"4435580420",plan 4,mobile
2023-01-15,"4253065964",plan 2,mobile
2023-01-16,"4253224742",plan 2,mobile
2023-01-16,"4253262893",plan 2,mobile
2023-01-16,"4253705530",plan 4,mobile
2023-01-16,"4483991856",plan 4,mobile
2023-01-17,"4253363378",plan 2,mobile
2023-01-17,"4327107210",plan 4,mobile
2023-01-17,"4392939762",plan 4,mobile
2023-01-17,"4393281877",plan 4,mobile
2023-01-18,"4442406304",plan 4,mobile
2023-01-18,"4487252190",plan 4,mobile
2023-01-19,"4253655694",plan 2,mobile
2023-01-19,"4311600741",plan 4,mobile
2023-01-19,"4358349862",plan 4,mobile
2023-01-20,"4253715958",plan 4,mobile
2023-01-20,"4331942409",plan 4,mobile
2023-01-20,"4332065592",plan 4,mobile
2023-01-20,"4545371994",plan 4,mobile
2023-01-21,"4253974015",plan 4,mobile
2023-01-21,"4357582789",plan 4,mobile
2023-01-21,"4360185562",plan 4,mobile
2023-01-21,"4360589416",plan 4,mobile
2023-01-21,"4446196263",plan 5,mobile
2023-01-21,"4490954581",plan 4,mobile
2023-01-21,"4491888392",plan 4,mobile
2023-01-21,"4546631170",plan 5,mobile
2023-01-21,"4547932219",plan 4,mobile
2023-01-22,"4270661421",plan 4,mobile
2023-01-22,"4400318826",plan 4,mobile
2023-01-22,"4549508772",plan 5,mobile
2023-01-23,"4253554032",plan 4,mobile
2023-01-23,"4449495806",plan 4,mobile
2023-01-23,"4494300139",plan 4,mobile
2023-01-24,"4289837625",plan 4,mobile
2023-01-24,"4363712388",plan 2,mobile
2023-01-24,"4402456852",plan 4,mobile
2023-01-24,"4495779505",plan 4,mobile
2023-01-24,"4553606421",plan 4,mobile
2023-01-25,"4253174106",plan 4,mobile
2023-01-25,"4314451127",plan 4,mobile
2023-01-25,"4362965824",plan 4,mobile
2023-01-25,"4498010798",plan 4,mobile
2023-01-26,"4254273333",plan 4,mobile
2023-01-27,"4255001908",plan 4,mobile
2023-01-27,"4255024943",plan 4,mobile
2023-01-27,"4316408317",plan 4,mobile
2023-01-27,"4501077492",plan 4,mobile
2023-01-27,"4501796878",plan 4,mobile
2023-01-28,"4317493140",plan 6,mobile
2023-01-28,"4408408438",plan 4,mobile
2023-01-28,"4502544757",plan 4,mobile
2023-01-28,"4502860820",plan 4,mobile
2023-01-28,"4560023856",plan 4,mobile
2023-01-29,"4274448405",plan 6,mobile
2023-01-29,"4457495242",plan 4,mobile
2023-01-29,"4562056659",plan 5,mobile
2023-01-30,"4412035099",plan 2,mobile
2023-01-30,"4413890643",plan 4,mobile
2023-01-30,"4458662182",plan 4,mobile
2023-02-01,"4275882282",plan 2,mobile
2023-02-01,"4371964108",plan 4,mobile
2023-02-01,"4414661839",plan 4,mobile
2023-02-01,"4567212733",plan 4,mobile
2023-02-01,"4567506347",plan 5,mobile
2023-02-01,"4567529988",plan 5,mobile
2023-02-01,"4568011239",plan 4,mobile
2023-02-02,"4269298474",plan 6,mobile
2023-02-02,"4461918470",plan 4,mobile
2023-02-03,"4341211842",plan 4,mobile
2023-02-03,"4342406070",plan 4,mobile
2023-02-03,"4513719411",plan 4,mobile
2023-02-03,"4571503136",plan 4,mobile
2023-02-03,"4571724461",plan 4,mobile
2023-01-31,"4507960842",plan 4,mobile
2023-01-31,"4566315371",plan 4,mobile
2023-02-04,"4263868205",plan 2,mobile
2023-02-04,"4275122188",plan 4,mobile
2023-02-04,"4375810807",plan 4,mobile
2023-02-04,"4572773942",plan 5,mobile
2023-02-05,"4250232906",plan 2,mobile
2023-02-05,"4265310497",plan 4,mobile
2023-02-05,"4574273598",plan 6,mobile
2023-02-05,"4575274380",plan 6,mobile
2023-02-05,"4575730440",plan 6,mobile
2023-02-06,"4278098625",plan 2,mobile
2023-02-07,"4322415038",plan 4,mobile
2023-02-07,"4520941630",plan 6,mobile
2023-02-07,"4521301698",plan 4,mobile
2023-02-08,"4471965975",plan 4,mobile
2023-02-09,"4266537315",plan 6,mobile
2023-02-09,"4582254671",plan 4,mobile
2023-02-10,"4526117068",plan 5,mobile
2023-02-10,"4583850713",plan 4,mobile
2023-02-11,"4475577182",plan 4,mobile
2023-02-11,"4475985994",plan 4,mobile
2023-02-11,"4582254671",plan 4,mobile
2023-02-12,"4383026119",plan 4,mobile
2023-02-12,"4530228123",plan 4,mobile
2023-02-13,"4267112720",plan 4,mobile
2023-02-13,"4325491808",plan 4,mobile
2023-02-13,"4433968860",plan 4,mobile
2023-02-13,"4434946257",plan 4,mobile
2023-02-13,"4590854071",plan 4,mobile
2023-02-13,"4591080284",plan 4,mobile
2023-02-14,"4327826036",plan 4,mobile
2023-02-14,"4435580420",plan 4,mobile
2023-02-14,"4591178466",plan 6,mobile
2023-02-14,"4591193000",plan 4,mobile
2023-02-14,"4591293911",plan 4,mobile
2023-02-14,"4591440686",plan 4,mobile
2023-02-15,"4253065964",plan 2,mobile
2023-02-16,"4253224742",plan 2,mobile
2023-02-16,"4253262893",plan 2,mobile
2023-02-16,"4253705530",plan 4,mobile
2023-02-16,"4268933152",plan 4,mobile
2023-02-16,"4483991856",plan 4,mobile
2023-02-16,"4595784689",plan 4,mobile
2023-02-17,"4253363378",plan 2,mobile
2023-02-17,"4392939762",plan 4,mobile
2023-02-17,"4393281877",plan 4,mobile
2023-02-18,"4327107210",plan 4,mobile
2023-02-18,"4442406304",plan 4,mobile
2023-02-18,"4487252190",plan 4,mobile
2023-02-18,"4599942954",plan 4,mobile
2023-02-19,"4253655694",plan 2,mobile
2023-02-19,"4311600741",plan 4,mobile
2023-02-19,"4358349862",plan 4,mobile
2023-02-21,"4253974015",plan 4,mobile
2023-02-21,"4357582789",plan 4,mobile
2023-02-21,"4360185562",plan 4,mobile
2023-02-21,"4360589416",plan 4,mobile
2023-02-21,"4446196263",plan 5,mobile
2023-02-21,"4490954581",plan 4,mobile
2023-02-21,"4491888392",plan 4,mobile
2023-02-21,"4546631170",plan 5,mobile
2023-02-21,"4547932219",plan 4,mobile
2023-02-21,"4606196804",plan 4,mobile
2023-02-22,"4270661421",plan 4,mobile
2023-02-22,"4400318826",plan 4,mobile
2023-02-22,"4608089940",plan 4,mobile
2023-02-24,"4289837625",plan 4,mobile
2023-02-24,"4363712388",plan 2,mobile
2023-02-24,"4402456852",plan 4,mobile
2023-02-24,"4495779505",plan 4,mobile
2023-02-24,"4553606421",plan 4,mobile
2023-02-24,"4611948864",plan 4,mobile
2023-02-24,"4613069779",plan 4,mobile
2023-02-25,"4253174106",plan 4,mobile
2023-02-25,"4314451127",plan 4,mobile
2023-02-25,"4325491808",plan 4,mobile
2023-02-25,"4498010798",plan 4,mobile
2023-02-26,"4254273333",plan 4,mobile
2023-02-26,"4362965824",plan 4,mobile
2023-02-26,"4616002942",plan 4,mobile
2023-02-27,"4255001908",plan 4,mobile
2023-02-27,"4255024943",plan 4,mobile
2023-02-27,"4316408317",plan 4,mobile
2023-02-27,"4501077492",plan 4,mobile
2023-02-27,"4501796878",plan 4,mobile
2023-02-27,"4618576247",plan 5,mobile
2023-02-28,"4317493140",plan 6,mobile
2023-02-28,"4408408438",plan 4,mobile
2023-02-28,"4502544757",plan 4,mobile
2023-02-28,"4502860820",plan 4,mobile
2023-02-28,"4549508772",plan 5,mobile
2023-02-28,"4560023856",plan 4,mobile
2023-02-28,"4274448405",plan 6,mobile
2023-02-28,"4457495242",plan 4,mobile
2023-02-28,"4562056659",plan 5,mobile
2023-02-28,"4412035099",plan 2,mobile
2023-02-28,"4413890643",plan 4,mobile
2023-02-28,"4458662182",plan 4,mobile
2023-02-28,"4566315371",plan 4,mobile
2023-02-28,"4624805458",plan 4,mobile
2023-02-28,"4624866214",plan 4,mobile
2023-02-23,"4253554032",plan 4,mobile
2023-02-23,"4449495806",plan 4,mobile
2023-02-23,"4494300139",plan 4,mobile
2023-02-23,"4568011239",plan 4,mobile
2023-02-23,"4610093799",plan 4,mobile
2023-02-20,"4253715958",plan 4,mobile
2023-02-20,"4331942409",plan 4,mobile
2023-02-20,"4332065592",plan 4,mobile
2023-02-20,"4406927201",plan 4,mobile
2023-02-20,"4545371994",plan 4,mobile
2023-01-01,"4265004325",plan 2,mobile
2023-01-01,"4275172062",plan 2,mobile
2023-01-01,"4371508404",plan 4,mobile
2023-01-01,"4414789812",plan 2,mobile
2023-01-02,"4319019926",plan 4,mobile
2023-01-02,"4416218663",plan 4,mobile
2023-01-02,"4511485650",plan 4,mobile
2023-01-03,"4253070599",plan 6,mobile
2023-01-03,"4264604016",plan 2,mobile
2023-01-03,"4269505311",plan 4,mobile
2023-01-03,"4417307731",plan 4,mobile
2023-01-03,"4463213027",plan 4,mobile
2023-01-03,"4464360864",plan 4,mobile
2023-01-03,"4513020397",plan 4,mobile
2023-01-05,"4420650460",plan 4,mobile
2023-01-05,"4421449880",plan 4,mobile
2023-01-05,"4466751094",plan 6,mobile
2023-01-05,"4516809518",plan 4,mobile
2023-01-06,"4320719492",plan 4,mobile
2023-01-06,"4345733501",plan 4,mobile
2023-01-06,"4422474866",plan 4,mobile
2023-01-06,"4423339992",plan 4,mobile
2023-01-06,"4518833598",plan 4,mobile
2023-01-06,"4519595273",plan 4,mobile
2023-01-07,"4251016525",plan 2,mobile
2023-01-07,"4322897452",plan 4,mobile
2023-01-07,"4424721072",plan 4,mobile
2023-01-08,"4323586081",plan 4,mobile
2023-01-08,"4471198027",plan 6,mobile
2023-01-09,"4426813877",plan 4,mobile
2023-01-09,"4427957756",plan 6,mobile
2023-01-09,"4427961906",plan 4,mobile
2023-01-09,"4428045046",plan 4,mobile
2023-01-09,"4525052635",plan 4,mobile
2023-01-10,"4288772101",plan 2,mobile
2023-01-10,"4324517973",plan 4,mobile
2023-01-10,"4428640517",plan 4,mobile
2023-01-10,"4474136698",plan 4,mobile
2023-01-10,"4525666829",plan 4,mobile
2023-01-10,"4527093513",plan 4,mobile
2023-01-11,"4431484056",plan 4,mobile
2023-01-11,"4527413369",plan 4,mobile
2023-01-12,"4325360772",plan 4,mobile
2023-01-12,"4325826256",plan 4,mobile
2023-01-12,"4432225403",plan 4,mobile
2023-01-12,"4530170435",plan 4,mobile
2023-01-13,"4433865552",plan 4,mobile
2023-01-15,"4253028441",plan 4,mobile
2023-01-15,"4253046432",plan 2,mobile
2023-01-15,"4253051994",plan 6,mobile
2023-01-15,"4308877667",plan 4,mobile
2023-01-15,"4389846494",plan 4,mobile
2023-01-15,"4519595273",plan 4,mobile
2023-01-15,"4536047317",plan 4,mobile
2023-01-16,"4253159191",plan 2,mobile
2023-01-16,"4253166147",plan 2,mobile
2023-01-16,"4253247932",plan 4,mobile
2023-01-16,"4253284203",plan 4,mobile
2023-01-17,"4440603895",plan 4,mobile
2023-01-17,"4540580026",plan 4,mobile
2023-01-18,"4487253681",plan 4,mobile
2023-01-18,"4487480932",plan 4,mobile
2023-01-19,"4269947283",plan 4,mobile
2023-01-20,"4331558976",plan 4,mobile
2023-01-20,"4391550093",plan 2,mobile
2023-01-20,"4445333542",plan 5,mobile
2023-01-20,"4545403974",plan 4,mobile
2023-01-21,"4354270742",plan 4,mobile
2023-01-21,"4547160715",plan 4,mobile
2023-01-22,"4313380205",plan 4,mobile
2023-01-22,"4447451192",plan 6,mobile
2023-01-22,"4448288629",plan 4,mobile
2023-01-22,"4549142697",plan 4,mobile
2023-01-23,"4400978580",plan 4,mobile
2023-01-23,"4463213027",plan 4,mobile
2023-01-24,"4402002739",plan 4,mobile
2023-01-24,"4553115565",plan 6,mobile
2023-01-25,"4253104881",plan 4,mobile
2023-01-25,"4253115238",plan 2,mobile
2023-01-25,"4253128935",plan 2,mobile
2023-01-25,"4452757170",plan 4,mobile
2023-01-25,"4496980956",plan 5,mobile
2023-01-25,"4498061958",plan 4,mobile
2023-01-26,"4253194409",plan 4,mobile
2023-01-26,"4315796652",plan 4,mobile
2023-01-26,"4405424991",plan 4,mobile
2023-01-26,"4498837031",plan 4,mobile
2023-01-26,"4556441247",plan 5,mobile
2023-01-27,"4407017883",plan 4,mobile
2023-01-27,"4455665991",plan 4,mobile
2023-01-27,"4558693311",plan 4,mobile
2023-01-28,"4262610980",plan 2,mobile
2023-01-29,"4407769683",plan 4,mobile
2023-01-29,"4409989835",plan 4,mobile
2023-01-30,"4506807949",plan 4,mobile
2023-01-30,"4563109847",plan 4,mobile
2023-01-30,"4564593575",plan 4,mobile
2023-02-01,"4265004325",plan 2,mobile
2023-02-01,"4275172062",plan 2,mobile
2023-02-01,"4371508404",plan 4,mobile
2023-02-01,"4414789812",plan 2,mobile
2023-02-01,"4567747867",plan 4,mobile
2023-02-01,"4567787302",plan 4,mobile
2023-02-01,"4568257239",plan 6,mobile
2023-02-02,"4319019926",plan 4,mobile
2023-02-02,"4416218663",plan 4,mobile
2023-02-02,"4511485650",plan 4,mobile
2023-02-03,"4264604016",plan 2,mobile
2023-02-03,"4269505311",plan 4,mobile
2023-02-03,"4417307731",plan 4,mobile
2023-02-03,"4513020397",plan 4,mobile
2023-01-31,"4566142902",plan 4,mobile
2023-02-04,"4464360864",plan 4,mobile
2023-02-05,"4420650460",plan 4,mobile
2023-02-05,"4421449880",plan 4,mobile
2023-02-05,"4466751094",plan 6,mobile
2023-02-05,"4516809518",plan 4,mobile
2023-02-06,"4320719492",plan 4,mobile
2023-02-06,"4345733501",plan 4,mobile
2023-02-06,"4422474866",plan 4,mobile
2023-02-06,"4423339992",plan 4,mobile
2023-02-06,"4518833598",plan 4,mobile
2023-02-06,"4519595273",plan 4,mobile
2023-02-06,"4577112206",plan 4,mobile
2023-02-07,"4251016525",plan 2,mobile
2023-02-07,"4322897452",plan 4,mobile
2023-02-07,"4424721072",plan 4,mobile
2023-02-08,"4323586081",plan 4,mobile
2023-02-08,"4471198027",plan 6,mobile
2023-02-09,"4426813877",plan 4,mobile
2023-02-09,"4427957756",plan 6,mobile
2023-02-09,"4427961906",plan 4,mobile
2023-02-09,"4428045046",plan 4,mobile
2023-02-09,"4525052635",plan 4,mobile
2023-02-10,"4288772101",plan 2,mobile
2023-02-10,"4324517973",plan 4,mobile
2023-02-10,"4428640517",plan 4,mobile
2023-02-10,"4474136698",plan 4,mobile
2023-02-10,"4525666829",plan 4,mobile
2023-02-10,"4527093513",plan 4,mobile
2023-02-11,"4431484056",plan 4,mobile
2023-02-11,"4527413369",plan 4,mobile
2023-02-11,"4586614774",plan 4,mobile
2023-02-12,"4325360772",plan 4,mobile
2023-02-12,"4325826256",plan 4,mobile
2023-02-12,"4432225403",plan 4,mobile
2023-02-12,"4530170435",plan 4,mobile
2023-02-12,"4587915568",plan 4,mobile
2023-02-13,"4433865552",plan 4,mobile
2023-02-13,"4590644386",plan 4,mobile
2023-02-13,"4590848016",plan 4,mobile
2023-02-13,"4590905591",plan 4,mobile
2023-02-13,"4590950888",plan 5,mobile
2023-02-14,"4592872960",plan 4,mobile
2023-02-15,"4253028441",plan 4,mobile
2023-02-15,"4253046432",plan 2,mobile
2023-02-15,"4253051994",plan 6,mobile
2023-02-15,"4308877667",plan 4,mobile
2023-02-15,"4389846494",plan 4,mobile
2023-02-15,"4549142697",plan 4,mobile
2023-02-15,"4593606170",plan 6,mobile
2023-02-16,"4253159191",plan 2,mobile
2023-02-16,"4253166147",plan 2,mobile
2023-02-16,"4253247932",plan 4,mobile
2023-02-16,"4253284203",plan 4,mobile
2023-02-16,"4595405489",plan 4,mobile
2023-02-17,"4440603895",plan 4,mobile
2023-02-17,"4540580026",plan 4,mobile
2023-02-17,"4597406841",plan 4,mobile
2023-02-18,"4487480932",plan 4,mobile
2023-02-18,"4599964870",plan 4,mobile
2023-02-18,"4600742490",plan 4,mobile
2023-02-19,"4269947283",plan 4,mobile
2023-02-19,"4487253681",plan 4,mobile
2023-02-19,"4603132664",plan 4,mobile
2023-02-21,"4354270742",plan 4,mobile
2023-02-21,"4547160715",plan 4,mobile
2023-02-22,"4313380205",plan 4,mobile
2023-02-22,"4447451192",plan 6,mobile
2023-02-22,"4448288629",plan 4,mobile
2023-02-22,"4549142697",plan 4,mobile
2023-02-24,"4553115565",plan 6,mobile
2023-02-24,"4611827743",plan 4,mobile
2023-02-24,"4612491142",plan 5,mobile
2023-02-25,"4402002739",plan 4,mobile
2023-02-25,"4452757170",plan 4,mobile
2023-02-25,"4498061958",plan 4,mobile
2023-02-25,"4615439024",plan 5,mobile
2023-02-26,"4253104881",plan 4,mobile
2023-02-26,"4253115238",plan 2,mobile
2023-02-26,"4253128935",plan 2,mobile
2023-02-26,"4253194409",plan 4,mobile
2023-02-26,"4315796652",plan 4,mobile
2023-02-26,"4405424991",plan 4,mobile
2023-02-26,"4498837031",plan 4,mobile
2023-02-26,"4556441247",plan 5,mobile
2023-02-27,"4407017883",plan 4,mobile
2023-02-27,"4455665991",plan 4,mobile
2023-02-27,"4558693311",plan 4,mobile
2023-02-27,"4618028941",plan 4,mobile
2023-02-27,"4618503410",plan 4,mobile
2023-02-28,"4262610980",plan 2,mobile
2023-02-28,"4407769683",plan 4,mobile
2023-02-28,"4409989835",plan 4,mobile
2023-02-28,"4563109847",plan 4,mobile
2023-02-28,"4622397111",plan 4,mobile
2023-02-28,"4506807949",plan 4,mobile
2023-02-28,"4564593575",plan 4,mobile
2023-02-28,"4566142902",plan 4,mobile
2023-02-28,"4625669902",plan 4,mobile
2023-02-23,"4400978580",plan 4,mobile
2023-02-20,"4331558976",plan 4,mobile
2023-02-20,"4391550093",plan 2,mobile
2023-02-20,"4445333542",plan 5,mobile
2023-02-20,"4545403974",plan 4,mobile
2023-02-20,"4590644386",plan 4,mobile
2023-02-20,"4603645763",plan 4,mobile
2023-02-20,"4604398486",plan 4,mobile
2023-01-01,"4276002661",plan 2,mobile
2023-01-01,"4371283061",plan 4,mobile
2023-01-01,"4414684953",plan 4,mobile
2023-01-01,"4414687063",plan 2,mobile
2023-01-01,"4414873990",plan 4,mobile
2023-01-01,"4461167117",plan 4,mobile
2023-01-02,"4253686478",plan 4,mobile
2023-01-02,"4369161580",plan 4,mobile
2023-01-02,"4416422577",plan 4,mobile
2023-01-02,"4511297088",plan 6,mobile
2023-01-02,"4511408931",plan 4,mobile
2023-01-03,"4255796643",plan 4,mobile
2023-01-03,"4373703572",plan 4,mobile
2023-01-03,"4374624916",plan 4,mobile
2023-01-03,"4463714624",plan 4,mobile
2023-01-03,"4463921418",plan 4,mobile
2023-01-03,"4513376213",plan 4,mobile
2023-01-04,"4334043875",plan 4,mobile
2023-01-04,"4341221904",plan 4,mobile
2023-01-04,"4515594403",plan 4,mobile
2023-01-05,"4303732392",plan 4,mobile
2023-01-05,"4371701019",plan 6,mobile
2023-01-05,"4401201970",plan 4,mobile
2023-01-05,"4421389205",plan 4,mobile
2023-01-05,"4421413225",plan 4,mobile
2023-01-06,"4468961667",plan 4,mobile
2023-01-10,"4429095234",plan 4,mobile
2023-01-10,"4429532141",plan 4,mobile
2023-01-10,"4526225978",plan 4,mobile
2023-01-11,"4325380416",plan 4,mobile
2023-01-11,"4350370134",plan 4,mobile
2023-01-11,"4383867119",plan 4,mobile
2023-01-11,"4430565917",plan 4,mobile
2023-01-11,"4528681081",plan 4,mobile
2023-01-12,"4291113529",plan 4,mobile
2023-01-12,"4463714624",plan 4,mobile
2023-01-12,"4477471750",plan 5,mobile
2023-01-13,"4531528324",plan 6,mobile
2023-01-14,"4388080235",plan 4,mobile
2023-01-14,"4481091739",plan 4,mobile
2023-01-14,"4534405482",plan 4,mobile
